lago,fecha,pixeles_validos,cobertura_valida_pct,mascara_lago_aplicada,cianobacteria_promedio,cianobacteria_mediana,cianobacteria_desviacion,ndvi_promedio,ndvi_mediana,ndvi_desviacion,ndwi_promedio,ndwi_mediana,ndwi_desviacion,incidencia,categoria_comparacion
atitlan,2026-04-28,483325,10.004638782498645,False,3.1272377967834473,3.3424010276794434,1.0338513851165771,-0.09716250747442245,-0.08713693171739578,0.058673158288002014,0.38618627190589905,0.37979093194007874,0.056384388357400894,,baja
atitlan,2026-07-22,812612,16.82075111017181,False,3.992428779602051,4.218695163726807,2.5253560543060303,-0.0764366015791893,-0.056179776787757874,0.10089506208896637,0.5165389776229858,0.5167286396026611,0.10181040316820145,,intermedia
atitlan,2025-01-18,88102,1.8236769999807494,False,43.93463134765625,7.426362037658691,75.343505859375,0.5497052669525146,0.6363636255264282,0.29122495651245117,0.7173314690589905,0.7307692170143127,0.15619389712810516,,pico
